OEM,Slice,GroundTruth,ExpectedSystem,ExpectedCategory,GoodTokens,ExpectedMake,Chassis,Prefix5,Mode,EnrichmentLevel,HttpStatus,ElapsedS,IsTimeout,Total,SearchStrategy,SourceStrategy,Confidence,FirstDesc,FirstBrand,FirstCategory,AftermarketCount,AftermarketSample,SpecsCount,VehiclesCount,DocsCount,HasSupersession,OEMNumbersCount,OEMNumbersSample,WarningsCount,Warnings
58302-G9A20,real_hk_seeded,exists,Brakes,Brake Pad Set - Rear,"brake,pad,set,rear",Genesis,G9,58302,combined,full,200,10.46,False,5,combined,"cross_reference,cross_brand,exact_oem,legacy",1,"Brake Pad Set, disc brake",ICER,,1,ICER:181954-066,0,0,0,false,1,:,0,
58210-M6600,real_hk_coarse,exists,Brakes,Front Brake Caliper,"front,brake,caliper",Hyundai/Kia,M6,58210,combined,full,200,2.2,False,2,combined,"cache,prefix_inference",0.9975,Brake Caliper (Passenger),Hyundai / KIA, / Brake Caliper,0,,0,0,0,false,0,,0,
20910-08S00,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,08,20910,combined,full,200,0.48,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
54660-J5KX0,real_hk_seeded,exists,Suspension,Shock Absorber - Front,"shock,absorber,front",Hyundai/Kia,J5,54660,combined,full,200,4.17,False,1,combined,"cache,prefix_inference",0.9975,Shock Absorber,Hyundai / KIA,Suspension / Shock Absorber / Strut,0,,0,0,0,false,0,,0,
26310-2S001,real_hk_seeded,exists,Engine,Oil Pan,"oil,pan",Hyundai,2S,26310,combined,full,200,2.33,False,2,combined,"exact_oem,legacy",0.7875,FILTER ASSY - OIL,Hyundai / KIA,Engine / Oil Filter,0,,0,0,0,false,0,,0,
91863-AO010,real_hk_coarse,exists,Electrical,Wiring Harness,"wiring,harness",Hyundai/Kia,AO,91863,combined,full,200,3.17,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
99211-AT000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,AT,99211,combined,full,200,0.55,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
51712-L1100,real_hk_seeded,exists,Brakes,Brake Disc - Front,"brake,disc,front",Hyundai,L1,51712,combined,full,200,3.2,False,2,combined,"exact_oem,legacy",0.7875,DISC - FRONTWHEELBRA,Hyundai / KIA,Suspension / Front Axle,1,Mobis:51712L1100,0,0,0,false,0,,0,
58411-GI000,real_hk_seeded,exists,Brakes,Brake Disc - Rear,"brake,disc,rear",Hyundai/Kia,GI,58411,combined,full,200,2.27,False,2,combined,"cache,prefix_inference",0.9975,Brake Disc,Hyundai / KIA,Brakes / Brake Disc,0,,0,0,0,false,0,,0,
81820-CV010,real_hk_coarse,exists,Body,Weatherstrip & Seal,"weatherstrip,seal",Hyundai,CV,81820,combined,full,200,2.29,False,1,combined,"cache,exact_oem,legacy",0.937125,HANDLE ASSY - TAIL GATE O/S,Hyundai / KIA,Body / Weatherstrip & Seal,0,,0,0,0,false,0,,0,
20920-2TA00,real_hk_unseeded,exists,Unknown,Unknown,,Kia,2T,20920,combined,full,200,0.49,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
87610-M7040,real_hk_seeded,exists,Body,Exterior Mirror,"exterior,mirror",Hyundai/Kia,M7,87610,combined,full,200,3.92,False,1,combined,"cache,prefix_inference",0.9975,Outside Mirror (Rear Left),Hyundai / KIA, / Outside Mirror,0,,0,0,0,false,0,,0,
82460-R0010,real_hk_seeded,exists,Body,Power Window Motor - Front,"power,window,motor,front",Hyundai/Kia,R0,82460,combined,full,200,2.29,False,2,combined,"exact_oem,legacy",0.7875,"MOTOR ASSY - FRONT POWER WDW,RH",Hyundai / KIA,Body / Glass / Windshield,0,,0,0,0,false,0,,0,
88450-L3030,real_hk_coarse,exists,Interior,Instrument Panel / Dashboard,"instrument,panel,dashboard",Hyundai/Kia,L3,88450,combined,full,200,3.24,False,1,combined,"cache,prefix_inference",0.9975,"Condenser, air conditioning (Rear Right)",Hyundai / KIA," / Condenser, air conditioning",0,,0,0,0,false,0,,0,
80620-S9500,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,S9,80620,combined,full,200,0.59,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
97134-L3000,real_hk_seeded,exists,HVAC,Cabin Air Filter,"cabin,air,filter",Hyundai/Kia,L3,97134,combined,full,200,3.13,False,1,combined,"cache,prefix_inference",0.9975,"Filter, interior air",Hyundai / KIA,HVAC / Cabin Air Filter,0,,0,0,0,false,0,,0,
54650-R0150,real_hk_seeded,exists,Suspension,Shock Absorber - Front,"shock,absorber,front",Hyundai/Kia,R0,54650,combined,full,200,3.25,False,1,combined,"prefix_inference,cache",0.9975,Shock Absorber,Hyundai / KIA,Suspension / Shock Absorber / Strut,0,,0,0,0,false,0,,0,
52919-P2100,real_hk_coarse,exists,Suspension,Wheels & Tires,"wheels,tires",Hyundai/Kia,P2,52919,combined,full,200,2.25,False,1,combined,"cache,exact_oem,legacy",0.937125,WHEEL ASSY - TEMPORARY,Hyundai / KIA,Suspension / Wheels & Tires,0,,0,0,0,false,0,,0,
99241-J2100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,J2,99241,combined,full,200,0.51,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
26310-3N300,real_hk_seeded,exists,Engine,Oil Pan,"oil,pan",Hyundai/Kia,3N,26310,combined,full,200,2.21,False,2,combined,"exact_oem,legacy",0.7875,FILTER ASSY - ENGINE OIL,Hyundai / KIA,Engine / Oil Filter,0,,0,0,0,false,0,,0,
92102-R0520,real_hk_seeded,exists,Electrical,Headlight - Front Right,"headlight,front,right",Hyundai/Kia,R0,92102,combined,full,200,3.19,False,1,combined,"cache,prefix_inference",0.9975,Headlight,Hyundai / KIA,Electrical / Headlight Assembly,0,,0,0,0,false,0,,0,
83915-P2000,real_hk_coarse,exists,Body,Sunroof,sunroof,Hyundai/Kia,P2,83915,combined,full,200,3.28,False,1,combined,"cache,exact_oem,legacy",0.937125,"CURTAIN - REAR DR,LH",Hyundai / KIA,Body / Sunroof,0,,0,0,0,false,0,,0,
09375-GI230,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,GI,09375,combined,full,200,0.45,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
54650-P4050,real_hk_seeded,exists,Suspension,Shock Absorber - Front,"shock,absorber,front",Hyundai/Kia,P4,54650,combined,full,200,4.03,False,1,combined,"prefix_inference,cache",0.9975,Shock Absorber,Hyundai / KIA,Suspension / Shock Absorber / Strut,0,,0,0,0,false,0,,0,
91620-Q5110,real_hk_coarse,exists,Electrical,Wiring Harness,"wiring,harness",Hyundai/Kia,Q5,91620,combined,full,200,3.16,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
80640-DW000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,DW,80640,combined,full,200,0.54,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
51712-GI000,real_hk_seeded,exists,Brakes,Brake Disc - Front,"brake,disc,front",Hyundai/Kia,GI,51712,combined,full,200,3.07,False,2,combined,"cache,prefix_inference",0.9975,Brake Disc,Hyundai / KIA,Brakes / Brake Disc,0,,0,0,0,false,0,,0,
91753-A7300,real_hk_coarse,exists,Electrical,Wiring Harness,"wiring,harness",Kia,A7,91753,combined,full,200,3.2,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
12490-04101,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,04,12490,combined,full,200,0.52,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
58302-Q4A00,real_hk_seeded,exists,Brakes,Brake Pad Set - Rear,"brake,pad,set,rear",Hyundai/Kia,Q4,58302,combined,full,200,10.57,False,3,combined,"cross_reference,cross_brand,exact_oem,legacy",1,"Brake Pad Set, disc brake",HERTH+BUSS JAKOPARTS,,1,HERTH+BUSS JAKOPARTS:J3610527,0,0,0,false,1,:,0,
66400-R0040,real_hk_coarse,exists,Body,Rear Body / Trunk,"rear,body,trunk",Hyundai/Kia,R0,66400,combined,full,200,2.32,False,2,combined,"exact_oem,legacy",0.7875,PANEL ASSY - HOOD,Hyundai / KIA,Body / Rear Body / Trunk,0,,0,0,0,false,0,,0,
22311-2M011,real_hk_coarse,exists,Engine,Engine Mounting,"engine,mounting",Hyundai/Kia,2M,22311,combined,full,200,2.28,False,2,combined,"exact_oem,legacy",0.7875,GASKET - CYLINDER HEAD,Hyundai / KIA,Engine / Engine Mounting,0,,0,0,0,false,0,,0,
45665-4G600,real_hk_coarse,exists,Transmission,Manual Transmission,"manual,transmission",Hyundai/Kia,4G,45665,combined,full,200,2.31,False,1,combined,"cache,exact_oem,legacy",0.937125,DISK SET - 28 BRAKE,Hyundai / KIA,Transmission / Manual Transmission,1,Mobis:456654G600,0,0,0,false,0,,0,
80310-R5000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,R5,80310,combined,full,200,1.06,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
87610-H9160,real_hk_seeded,exists,Body,Exterior Mirror,"exterior,mirror",Hyundai/Kia,H9,87610,combined,full,200,5.29,False,1,combined,"prefix_inference,cache",0.9975,Outside Mirror,Hyundai / KIA, / Outside Mirror,0,,0,0,0,false,0,,0,
39210-3NFB0,real_hk_seeded,exists,Electrical,Oxygen Sensor,"oxygen,sensor",Hyundai/Kia,3N,39210,combined,full,200,2.95,False,2,combined,"cache,prefix_inference",0.9975,Lambda Sensor,Hyundai / KIA,Electrical / Oxygen Sensor,0,,0,0,0,false,0,,0,
35312-3N000,real_hk_coarse,exists,Drivetrain,Drive Shaft / CV Joint,"drive,shaft,joint",Hyundai/Kia,3N,35312,combined,full,200,2.22,False,2,combined,"cache,prefix_inference",0.9975,"Radiator, engine cooling",Hyundai / KIA,Cooling / Radiator,0,,0,0,0,false,0,,0,
91110-Q4180,real_hk_coarse,exists,Electrical,Wiring Harness,"wiring,harness",Hyundai/Kia,Q4,91110,combined,full,200,3.19,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
77990-P1000,real_hk_unseeded,exists,Unknown,Unknown,,Kia,P1,77990,combined,full,200,0.91,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
39210-08200,real_hk_seeded,exists,Electrical,Oxygen Sensor,"oxygen,sensor",Hyundai/Kia,08,39210,combined,full,200,2.33,False,2,combined,"cache,prefix_inference",0.9975,Lambda Sensor,Hyundai / KIA,Electrical / Oxygen Sensor,0,,0,0,0,false,0,,0,
58302-ATA00,real_hk_seeded,exists,Brakes,Brake Pad Set - Rear,"brake,pad,set,rear",Hyundai/Kia,AT,58302,combined,full,200,3.53,False,2,combined,"exact_oem,legacy",0.7875,PAD KIT - REAR DISC BRAKE,Hyundai / KIA,Brakes / Rear Brake / Drum,0,,0,0,0,false,0,,0,
92102-2T520,real_hk_seeded,exists,Electrical,Headlight - Front Right,"headlight,front,right",Kia,2T,92102,combined,full,200,3.32,False,2,combined,"exact_oem,legacy",0.7875,"LAMP ASSY - HEAD,RH",Hyundai / KIA,Electrical / Headlight Assembly,0,,0,0,0,false,0,,0,
91802-S9620,real_hk_coarse,exists,Electrical,Wiring Harness,"wiring,harness",Hyundai/Kia,S9,91802,combined,full,200,3.22,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
84676-P1000,real_hk_coarse,exists,Interior,Interior Trim,"interior,trim",Kia,P1,84676,combined,full,200,3.29,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
99240-J5500,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,J5,99240,combined,full,200,0.54,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
54650-CV000,real_hk_seeded,exists,Suspension,Shock Absorber - Front,"shock,absorber,front",Hyundai,CV,54650,combined,full,200,3.32,False,2,combined,"exact_oem,legacy",0.7875,"STRUT ASSY - FR,LH",Hyundai / KIA,Suspension / Shock Absorber (Front),0,,0,0,0,false,0,,0,
92402-Q5610,real_hk_seeded,exists,Electrical,Tail Light - Rear Right,"tail,light,rear,right",Hyundai/Kia,Q5,92402,combined,full,200,4.9,False,1,combined,"prefix_inference,cache",0.9975,Combination Rearlight,Hyundai / KIA, / Combination Rearlight,0,,0,0,0,false,0,,0,
31348-N9010,real_hk_coarse,exists,Drivetrain,Front Differential,"front,differential",Hyundai,N9,31348,combined,full,200,2.28,False,2,combined,"exact_oem,legacy",0.7875,HOSE ASSY - CANISTER,Hyundai / KIA,Drivetrain / Front Differential,0,,0,0,0,false,0,,0,
91130-R0690,real_hk_coarse,exists,Electrical,Wiring Harness,"wiring,harness",Hyundai/Kia,R0,91130,combined,full,200,4.1,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
80620-AT900,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,AT,80620,combined,full,200,0.46,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
54660-D9250,real_hk_seeded,exists,Suspension,Shock Absorber - Front,"shock,absorber,front",Kia,D9,54660,combined,full,200,10.47,False,10,combined,"cross_reference,cross_brand,exact_oem,legacy",1,Shock Absorber,BILSTEIN,,1,BILSTEIN:22-267948,0,0,0,false,1,:,0,
97133-N9100,real_hk_seeded,exists,HVAC,Cabin Air Filter,"cabin,air,filter",Hyundai,N9,97133,combined,full,200,2.99,False,2,combined,"exact_oem,legacy",0.7875,FILTER ASSY - AIR,Hyundai / KIA,HVAC / Compressor A/C,1,Mobis:97133N9100,0,0,0,false,0,,0,
97206-AT010,real_hk_coarse,exists,HVAC,Condenser,condenser,Hyundai/Kia,AT,97206,combined,full,200,2.24,False,1,combined,"cache,exact_oem,legacy",0.937125,SEPARATOR,Hyundai / KIA,HVAC / Condenser,0,,0,0,0,false,0,,0,
91890-CH710,real_hk_coarse,exists,Electrical,Wiring Harness,"wiring,harness",Hyundai/Kia,CH,91890,combined,full,200,4.09,False,1,combined,"cache,prefix_inference",0.8925,Wire Harness (rear),Hyundai / KIA,Electrical / Wiring Harness,0,,0,0,0,false,0,,0,
99810-S9050,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,S9,99810,combined,full,200,0.55,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
87610-AT420,real_hk_seeded,exists,Body,Exterior Mirror,"exterior,mirror",Hyundai/Kia,AT,87610,combined,full,200,4.17,False,1,combined,"cache,prefix_inference",0.9975,Outside Mirror,Hyundai / KIA, / Outside Mirror,0,,0,0,0,false,0,,0,
25620-3L260,real_hk_seeded,exists,Cooling,Thermostat,thermostat,Hyundai/Kia,3L,25620,combined,full,200,3.01,False,2,combined,"exact_oem,legacy",0.7875,HOUSING ASSY - THERMOSTAT,Hyundai / KIA,Engine / Fuel System,0,,0,0,0,false,0,,0,
55260-2P400,real_hk_coarse,exists,Suspension,Rear Suspension,"rear,suspension",Hyundai/Kia,2P,55260,combined,full,200,2.28,False,2,combined,"cache,prefix_inference",0.9975,"Bush, leaf spring",Hyundai / KIA," / Bush, leaf spring",0,,0,0,0,false,0,,0,
81620-L2000,real_hk_coarse,exists,Body,Weatherstrip & Seal,"weatherstrip,seal",Kia,L2,81620,combined,full,200,2.23,False,2,combined,"cache,prefix_inference",0.9975,Indicator for Kia K5 (2020+),Kia, / Indicator,0,,0,0,0,false,0,,0,
99155-L3100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,L3,99155,combined,full,200,0.48,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
92101-H9000,real_hk_seeded,exists,Electrical,Headlight - Front Left,"headlight,front,left",Hyundai/Kia,H9,92101,combined,full,200,4.23,False,1,combined,"prefix_inference,cache",0.9975,Headlight,Hyundai / KIA,Electrical / Headlight Assembly,0,,0,0,0,false,0,,0,
28310-2M900,real_hk_coarse,exists,Engine,Intake Manifold,"intake,manifold",Hyundai/Kia,2M,28310,combined,full,200,3.1,False,2,combined,"exact_oem,legacy",0.7875,MANIFOLD ASSY - INTAKE,Hyundai / KIA,Engine / Intake Manifold,0,,0,0,0,false,0,,0,
37527-K4010,real_hk_coarse,exists,Electrical,Ignition System,"ignition,system",Hyundai/Kia,K4,37527,combined,full,200,2.2,False,1,combined,"cache,exact_oem,legacy",0.937125,COVER - BATTERY MODULE,Hyundai / KIA,Electrical / Ignition System,0,,0,0,0,false,0,,0,
56390-P1030,real_hk_coarse,exists,Suspension,Tie Rod,"tie,rod",Kia,P1,56390,combined,full,200,5.13,False,1,combined,"cache,prefix_inference",0.8925,Steering Column Assembly (Rear Right) for Kia Sportage (2021+),Kia,Steering / Steering Column,0,,0,0,0,false,0,,0,
09149-M6970,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,M6,09149,combined,full,200,0.91,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
54650-AT800,real_hk_seeded,exists,Suspension,Shock Absorber - Front,"shock,absorber,front",Hyundai/Kia,AT,54650,combined,full,200,5.2,False,1,combined,"prefix_inference,cache",0.9975,Shock Absorber,Hyundai / KIA,Suspension / Shock Absorber / Strut,0,,0,0,0,false,0,,0,
39100-2M007,real_hk_coarse,exists,Electrical,Sensors & Control,"sensors,control",Hyundai/Kia,2M,39100,combined,full,200,3.17,False,1,combined,"prefix_inference,cache",0.9975,"Joint Kit, drive shaft",Hyundai / KIA," / Joint Kit, drive shaft",0,,0,0,0,false,0,,0,
09501-C9130,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,C9,09501,combined,full,200,0.48,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
25310-H9050,real_hk_seeded,exists,Cooling,Radiator,radiator,Hyundai/Kia,H9,25310,combined,full,200,3.25,False,2,combined,"exact_oem,legacy",0.7875,RADIATORASSY,Hyundai / KIA,Engine / Fuel Injector,0,,0,0,0,false,0,,0,
84217-R0000,real_hk_coarse,exists,Interior,Interior Trim,"interior,trim",Hyundai/Kia,R0,84217,combined,full,200,2.11,False,1,combined,"cache,exact_oem,legacy",0.937125,"UNDER COVER ASSY,LH",Hyundai / KIA,Interior / Interior Trim,0,,0,0,0,false,0,,0,
84633-R5000,real_hk_coarse,exists,Interior,Interior Trim,"interior,trim",Hyundai/Kia,R5,84633,combined,full,200,3.19,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
12298-06161,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,06,12298,combined,full,200,0.62,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
39210-3NFC0,real_hk_seeded,exists,Electrical,Oxygen Sensor,"oxygen,sensor",Hyundai/Kia,3N,39210,combined,full,200,3.32,False,2,combined,"cache,prefix_inference",0.9975,Lambda Sensor,Hyundai / KIA,Electrical / Oxygen Sensor,0,,0,0,0,false,0,,0,
95910-AT300,real_hk_coarse,exists,Electrical,Sensors & Modules,"sensors,modules",Hyundai/Kia,AT,95910,combined,full,200,3.2,False,1,combined,"cache,prefix_inference",0.9975,Combination Rearlight,Hyundai / KIA, / Combination Rearlight,0,,0,0,0,false,0,,0,
79490-H8000,real_hk_unseeded,exists,Unknown,Unknown,,Kia,H8,79490,combined,full,200,0.61,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
55311-D3600,real_hk_seeded,exists,Suspension,Shock Absorber - Rear,"shock,absorber,rear",Hyundai,D3,55311,combined,full,200,4.19,False,2,combined,"cache,prefix_inference",0.9975,Shock Absorber (Passenger) for Hyundai Tucson (2015-2020),Hyundai,Suspension / Shock Absorber / Strut,0,,0,0,0,false,0,,0,
92202-Q5010,real_hk_coarse,exists,Electrical,Fog Light,"fog,light",Hyundai/Kia,Q5,92202,combined,full,200,3.22,False,1,combined,"cache,prefix_inference",0.9975,Fog Light (Front Right),Hyundai / KIA, / Fog Light,0,,0,0,0,false,0,,0,
99211-AT100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,AT,99211,combined,full,200,0.5,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
54650-J5560,real_hk_seeded,exists,Suspension,Shock Absorber - Front,"shock,absorber,front",Hyundai/Kia,J5,54650,combined,full,200,3.48,False,2,combined,"cache,prefix_inference",0.9975,Shock Absorber,Hyundai / KIA,Suspension / Shock Absorber / Strut,0,,0,0,0,false,0,,0,
56310-DW200,real_hk_coarse,exists,Suspension,Tie Rod,"tie,rod",Hyundai/Kia,DW,56310,combined,full,200,4.22,False,1,combined,"cache,prefix_inference",0.9975,Steering Column,Hyundai / KIA, / Steering Column,0,,0,0,0,false,0,,0,
99230-P2000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,P2,99230,combined,full,200,0.5,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
91802-AT490,real_hk_coarse,exists,Electrical,Wiring Harness,"wiring,harness",Hyundai/Kia,AT,91802,combined,full,200,3.13,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
64583-AT000,real_hk_coarse,exists,Body,Front Body / Hood,"front,body,hood",Hyundai/Kia,AT,64583,combined,full,200,2.23,False,1,combined,"cache,exact_oem,legacy",0.937125,"PNL ASSY - FNDR/APRON UPR OTR,RH",Hyundai / KIA,Body / Front Body / Hood,0,,0,0,0,false,0,,0,
99110-CH000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,CH,99110,combined,full,200,0.55,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
23200-2S500,real_hk_coarse,exists,Engine,Cylinder Head & Valvetrain,"cylinder,head,valvetrain",Hyundai,2S,23200,combined,full,200,2.18,False,2,combined,"cache,prefix_inference",0.9975,Flywheel (Rear) for Hyundai Tucson (2010-2015),Hyundai, / Flywheel,0,,0,0,0,false,0,,0,
86593-M7500,real_hk_coarse,exists,Body,Mirrors,mirrors,Hyundai/Kia,M7,86593,combined,full,200,3.19,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
99211-P1020,real_hk_unseeded,exists,Unknown,Unknown,,Kia,P1,99211,combined,full,200,0.53,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
58101-3XA00,real_hk_seeded,exists,Brakes,Brake Pad Set - Front,"brake,pad,set,front",Hyundai,3X,58101,combined,full,200,23.1,False,20,combined,"cache,prefix_inference",0.9975,"Brake Pad Set, disc brake for Hyundai Elantra (2011-2015)",Hyundai,Brakes / Brake Pad Set,0,,0,0,0,false,0,,0,
92102-CV020,real_hk_seeded,exists,Electrical,Headlight - Front Right,"headlight,front,right",Hyundai,CV,92102,combined,full,200,5.28,False,1,combined,"cache,prefix_inference,legacy",1,HEAD LAMP ASSEMBLY RIGHT HAND,Hyundai / KIA,Electrical / Headlight Assembly,0,,0,0,0,false,0,,0,
92101-P4100,real_hk_seeded,exists,Electrical,Headlight - Front Left,"headlight,front,left",Hyundai/Kia,P4,92101,combined,full,200,8.12,False,1,combined,"cache,prefix_inference,exact_oem,legacy",1,HEAD LAMP ASSEMBLY LEFT HAND,Hyundai / KIA,Electrical / Headlight Assembly,0,,0,0,0,false,0,,0,
87610-Q5850,real_hk_seeded,exists,Body,Exterior Mirror,"exterior,mirror",Hyundai/Kia,Q5,87610,combined,full,200,5.63,False,1,combined,"prefix_inference,cache",0.9975,Outside Mirror,Hyundai / KIA, / Outside Mirror,0,,0,0,0,false,0,,0,
92102-M7700,real_hk_seeded,exists,Electrical,Headlight - Front Right,"headlight,front,right",Hyundai/Kia,M7,92102,combined,full,200,4.26,False,1,combined,"cache,prefix_inference",0.9975,Headlight (Driver),Hyundai / KIA,Electrical / Headlight Assembly,0,,0,0,0,false,0,,0,
95190-AOZB0,real_hk_coarse,exists,Electrical,Sensors & Modules,"sensors,modules",Hyundai/Kia,AO,95190,combined,full,200,3.19,False,1,combined,"prefix_inference,cache",0.9975,Headlight,Hyundai / KIA,Electrical / Headlight Assembly,0,,0,0,0,false,0,,0,
99910-R0850,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,R0,99910,combined,full,200,0.75,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
88500-K0AH0,real_hk_coarse,exists,Interior,Instrument Panel / Dashboard,"instrument,panel,dashboard",Hyundai/Kia,K0,88500,combined,full,200,2.22,False,2,combined,"cache,prefix_inference",0.8925,Front Seat Belt Assembly,Hyundai / KIA,Interior / Seat Belt - Front,0,,0,0,0,false,0,,0,
56390-N9030,real_hk_coarse,exists,Suspension,Tie Rod,"tie,rod",Hyundai,N9,56390,combined,full,200,4.19,False,1,combined,"prefix_inference,cache",0.8925,Steering Column Assembly (Rear Right) for Hyundai Tucson (2020+),Hyundai,Steering / Steering Column,0,,0,0,0,false,0,,0,
20910-3CS01,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,3C,20910,combined,full,200,0.53,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
97285-P1000,real_hk_coarse,exists,HVAC,Condenser,condenser,Kia,P1,97285,combined,full,200,4.11,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
28650-CH550,real_hk_coarse,exists,Exhaust,Exhaust System,"exhaust,system",Hyundai/Kia,CH,28650,combined,full,200,3.26,False,1,combined,"cache,prefix_inference",0.9975,Middle Silencer,Hyundai / KIA, / Middle Silencer,0,,0,0,0,false,0,,0,
99211-P2000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,P2,99211,combined,full,200,0.63,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
92158-CV000,real_hk_coarse,exists,Electrical,Headlight Assembly,"headlight,assembly",Hyundai,CV,92158,combined,full,200,2.23,False,1,combined,"cache,exact_oem,legacy",0.937125,"BRACKET - H/LAMP MTG SUPT,RH",Hyundai / KIA,Electrical / Headlight Assembly,0,,0,0,0,false,0,,0,
